t_epoch,t_rel,total_frames,window,dnd,idle,privacy,emergency,alert_active,primary_proc,secondary_proc,secondary_drop
1776533347.368,161.366,633469,idle,0,1,0,0,0,0,0,0
1776533348.368,162.366,633522,idle,0,1,0,0,0,0,0,0
1776533349.370,163.366,633574,idle,0,1,0,0,0,0,0,0
1776533350.369,164.366,633626,idle,0,1,0,0,0,0,0,0
1776533351.367,165.366,633678,idle,0,1,0,0,0,0,0,0
1776533352.368,166.368,633731,idle,0,1,0,0,0,0,0,0
1776533353.371,167.366,633783,idle,0,1,0,0,0,0,0,0
1776533354.369,168.366,633836,idle,0,1,0,0,0,0,0,0
1776533355.369,169.366,633888,idle,0,1,0,0,0,0,0,0
1776533356.367,170.366,633940,idle,0,1,0,0,0,0,0,0
1776533357.366,171.366,633992,idle,0,1,0,0,0,0,0,0
1776533358.371,172.366,634045,idle,0,1,0,0,0,0,0,0
1776533359.367,173.367,634097,idle,0,1,0,0,0,0,0,0
1776533360.367,174.366,634149,idle,0,1,0,0,0,0,0,0
1776533361.372,175.366,634202,idle,0,1,0,0,0,0,0,0
1776533362.367,176.366,634254,idle,0,1,0,0,0,0,0,0
1776533363.372,177.366,634306,idle,0,1,0,0,0,0,0,0
1776533364.370,178.366,634359,idle,0,1,0,0,0,0,0,0
1776533365.368,179.366,634411,idle,0,1,0,0,0,0,0,0
1776533366.368,180.367,634463,idle,0,1,0,0,0,0,0,0
1776533367.368,181.366,634515,active_or_baseline,0,0,0,0,0,0,0,0
1776533368.368,182.366,634568,active_or_baseline,0,0,0,0,0,0,0,0
1776533369.368,183.366,634620,active_or_baseline,0,0,0,0,0,0,0,0
1776533370.367,184.366,634672,dnd,1,0,0,0,0,0,0,0
1776533371.369,185.366,634725,dnd,1,0,0,0,0,0,0,0
1776533372.366,186.366,634777,dnd,1,0,0,0,0,0,0,0
1776533373.368,187.367,634829,dnd,1,0,0,0,0,0,0,0
1776533374.375,188.367,634882,dnd,1,0,0,0,0,0,0,0
1776533375.367,189.366,634934,dnd,1,0,0,0,0,0,0,0
1776533376.367,190.366,634986,dnd,1,0,0,0,0,0,0,0
1776533377.377,191.366,635039,dnd,1,0,0,0,0,0,0,0
1776533378.368,192.368,635091,dnd,1,0,0,0,0,0,0,0
1776533379.366,193.366,635143,dnd,1,0,0,0,0,0,0,0
1776533380.372,194.366,635196,dnd,1,0,0,0,0,0,0,0
1776533381.368,195.367,635248,dnd,1,0,0,0,0,0,0,0
1776533382.367,196.366,635300,dnd,1,0,0,0,0,0,0,0
1776533383.367,197.366,635352,dnd,1,0,0,0,0,0,0,0
1776533384.369,198.366,635405,dnd,1,0,0,0,0,0,0,0
1776533385.366,199.366,635457,dnd,1,0,0,0,0,0,0,0
1776533386.371,200.366,635510,dnd,1,0,0,0,0,0,0,0
1776533387.370,201.366,635562,dnd,1,0,0,0,0,0,0,0
1776533388.367,202.366,635614,dnd,1,0,0,0,0,0,0,0
1776533389.368,203.366,635666,dnd,1,0,0,0,0,0,0,0
1776533390.372,204.366,635719,dnd,1,0,0,0,0,0,0,0
1776533391.369,205.366,635771,dnd,1,0,0,0,0,0,0,0
1776533392.368,206.366,635823,dnd,1,0,0,0,0,0,0,0
1776533393.369,207.366,635876,dnd,1,0,0,0,0,0,0,0
1776533394.368,208.366,635928,dnd,1,0,0,0,0,0,0,0
1776533395.368,209.366,635980,dnd,1,0,0,0,0,0,0,0
1776533396.368,210.367,636032,dnd,1,0,0,0,0,0,0,0
1776533397.369,211.366,636085,dnd,1,0,0,0,0,0,0,0
1776533398.368,212.366,636137,dnd,1,0,0,0,0,0,0,0
1776533399.367,213.366,636189,dnd,1,0,0,0,0,0,0,0
1776533400.368,214.366,636242,dnd,1,0,0,0,0,0,0,0
1776533401.368,215.366,636294,dnd,1,0,0,0,0,0,0,0
1776533402.368,216.366,636346,dnd,1,0,0,0,0,0,0,0
1776533403.370,217.366,636399,dnd,1,0,0,0,0,0,0,0
1776533404.370,218.366,636451,dnd,1,0,0,0,0,0,0,0
1776533405.369,219.366,636503,dnd,1,0,0,0,0,0,0,0
1776533406.367,220.366,636555,dnd,1,0,0,0,0,0,0,0
1776533407.372,221.366,636608,dnd,1,0,0,0,0,0,0,0
1776533408.367,222.366,636660,dnd,1,0,0,0,0,0,0,0
1776533409.367,223.366,636712,dnd,1,0,0,0,0,0,0,0
1776533410.368,224.366,636765,dnd,1,0,0,0,0,0,0,0
1776533411.367,225.366,636817,dnd,1,0,0,0,0,0,0,0
1776533412.367,226.366,636869,dnd,1,0,0,0,0,0,0,0
1776533413.371,227.368,636922,dnd,1,0,0,0,0,0,0,0
1776533414.368,228.366,636974,dnd,1,0,0,0,0,0,0,0
1776533415.367,229.366,637026,dnd,1,0,0,0,0,0,0,0
1776533416.367,230.367,637079,dnd,1,0,0,0,0,0,0,0
1776533417.368,231.366,637131,dnd,1,0,0,0,0,0,0,0
1776533418.367,232.366,637183,dnd,1,0,0,0,0,0,0,0
1776533419.368,233.366,637236,dnd,1,0,0,0,0,0,0,0
1776533420.373,234.366,637288,dnd,1,0,0,0,0,0,0,0
1776533421.366,235.366,637340,dnd,1,0,0,0,0,0,0,0
1776533422.366,236.366,637392,dnd,1,0,0,0,0,0,0,0
1776533423.371,237.369,637445,dnd,1,0,0,0,0,0,0,0
1776533424.372,238.366,637497,dnd,1,0,0,0,0,0,0,0
1776533425.367,239.366,637549,dnd,1,0,0,0,0,0,0,0
1776533426.373,240.369,637602,dnd,1,0,0,0,0,0,0,0
1776533427.367,241.366,637654,dnd,1,0,0,0,0,0,0,0
1776533428.367,242.366,637706,dnd,1,0,0,0,0,0,0,0
1776533429.368,243.366,637759,dnd,1,0,0,0,0,0,0,0
1776533430.367,244.366,637811,dnd,1,0,0,0,0,0,0,0
1776533431.369,245.366,637863,dnd,1,0,0,0,0,0,0,0
1776533432.368,246.366,637916,dnd,1,0,0,0,0,0,0,0
1776533433.369,247.366,637968,dnd,1,0,0,0,0,0,0,0
1776533434.369,248.366,638020,dnd,1,0,0,0,0,0,0,0
1776533435.366,249.366,638072,dnd,1,0,0,0,0,0,0,0
1776533436.370,250.368,638125,dnd,1,0,0,0,0,0,0,0
1776533437.367,251.366,638177,dnd,1,0,0,0,0,0,0,0
1776533438.367,252.366,638229,dnd,1,0,0,0,0,0,0,0
1776533439.368,253.366,638282,dnd,1,0,0,0,0,0,0,0
1776533440.367,254.366,638334,dnd,1,0,0,0,0,0,0,0
1776533441.367,255.366,638386,dnd,1,0,0,0,0,0,0,0
1776533442.373,256.366,638439,dnd,1,0,0,0,0,0,0,0
1776533443.367,257.366,638491,dnd,1,0,0,0,0,0,0,0
1776533444.368,258.366,638543,dnd,1,0,0,0,0,0,0,0
1776533445.375,259.366,638596,dnd,1,0,0,0,0,0,0,0
1776533446.369,260.366,638648,dnd,1,0,0,0,0,0,0,0
1776533447.367,261.366,638700,dnd,1,0,0,0,0,0,0,0
1776533448.369,262.366,638753,dnd,1,0,0,0,0,0,0,0
1776533449.369,263.367,638805,dnd,1,0,0,0,0,0,0,0
1776533450.367,264.368,638857,dnd,1,0,0,0,0,0,0,0
1776533451.367,265.366,638909,dnd,1,0,0,0,0,0,0,0
1776533452.369,266.367,638962,dnd,1,0,0,0,0,0,0,0
1776533453.367,267.366,639014,dnd,1,0,0,0,0,0,0,0
1776533454.367,268.366,639066,dnd,1,0,0,0,0,0,0,0
1776533455.367,269.366,639118,dnd,1,0,0,0,0,0,0,0
