t_epoch,t_rel,total_frames,window,dnd,idle,privacy,emergency,alert_active,primary_proc,secondary_proc,secondary_drop
1776502479.115,388.000,22479,active_or_baseline,0,0,0,0,0,0,0,0
1776502480.106,389.000,22530,active_or_baseline,0,0,0,0,0,0,0,0
1776502481.109,390.000,22582,active_or_baseline,0,0,0,0,0,0,0,0
1776502482.106,391.001,22634,active_or_baseline,0,0,0,0,0,0,0,0
1776502483.105,392.000,22686,active_or_baseline,0,0,0,0,0,0,0,0
1776502484.106,393.001,22739,active_or_baseline,0,0,0,0,0,0,0,0
1776502485.105,394.000,22791,active_or_baseline,0,0,0,0,0,0,0,0
1776502486.105,395.000,22843,active_or_baseline,0,0,0,0,0,0,0,0
1776502487.111,396.002,22896,active_or_baseline,0,0,0,0,0,0,0,0
1776502488.106,397.000,22948,active_or_baseline,0,0,0,0,0,0,0,0
1776502489.107,398.000,23000,active_or_baseline,0,0,0,0,0,0,0,0
1776502490.109,399.001,23053,active_or_baseline,0,0,0,0,0,0,0,0
1776502491.107,400.000,23105,active_or_baseline,0,0,0,0,0,0,0,0
1776502492.107,401.000,23157,active_or_baseline,0,0,0,0,0,0,0,0
1776502493.107,402.000,23210,active_or_baseline,0,0,0,0,0,0,0,0
1776502494.106,403.000,23262,active_or_baseline,0,0,0,0,0,0,0,0
1776502495.108,404.000,23314,active_or_baseline,0,0,0,0,0,0,0,0
1776502496.106,405.000,23366,active_or_baseline,0,0,0,0,0,0,0,0
1776502497.108,406.002,23419,active_or_baseline,0,0,0,0,0,0,0,0
1776502498.106,407.000,23471,active_or_baseline,0,0,0,0,0,0,0,0
1776502499.106,408.000,23523,active_or_baseline,0,0,0,0,0,0,0,0
1776502500.108,409.002,23576,active_or_baseline,0,0,0,0,0,0,0,0
1776502501.106,410.000,23628,active_or_baseline,0,0,0,0,0,0,0,0
1776502502.106,411.000,23680,active_or_baseline,0,0,0,0,0,0,0,0
1776502503.107,412.000,23733,active_or_baseline,0,0,0,0,0,0,0,0
1776502504.108,413.000,23785,active_or_baseline,0,0,0,0,0,0,0,0
1776502505.107,414.000,23837,active_or_baseline,0,0,0,0,0,0,0,0
1776502506.106,415.000,23889,active_or_baseline,0,0,0,0,0,0,0,0
1776502507.107,416.001,23942,active_or_baseline,0,0,0,0,0,0,0,0
1776502508.107,417.000,23994,active_or_baseline,0,0,0,0,0,0,0,0
1776502509.110,418.000,24047,active_or_baseline,0,0,0,0,0,0,0,0
1776502510.106,419.000,24099,active_or_baseline,0,0,0,0,0,0,0,0
1776502511.107,420.000,24151,active_or_baseline,0,0,0,0,0,0,0,0
1776502512.105,421.000,24203,active_or_baseline,0,0,0,0,0,0,0,0
1776502513.107,422.000,24256,active_or_baseline,0,0,0,0,0,0,0,0
1776502514.106,423.000,24308,active_or_baseline,0,0,0,0,0,0,0,0
1776502515.106,424.000,24360,active_or_baseline,0,0,0,0,0,0,0,0
1776502516.109,425.003,24413,active_or_baseline,0,0,0,0,0,0,0,0
1776502517.107,426.000,24465,active_or_baseline,0,0,0,0,0,0,0,0
1776502518.106,427.000,24517,active_or_baseline,0,0,0,0,0,0,0,0
1776502519.107,428.000,24570,active_or_baseline,0,0,0,0,0,0,0,0
1776502520.106,429.001,24622,active_or_baseline,0,0,0,0,0,0,0,0
1776502521.105,430.000,24674,active_or_baseline,0,0,0,0,0,0,0,0
1776502522.107,431.000,24727,active_or_baseline,0,0,0,0,0,0,0,0
1776502523.108,432.000,24779,active_or_baseline,0,0,0,0,0,0,0,0
1776502524.106,433.000,24831,active_or_baseline,0,0,0,0,0,0,0,0
1776502525.108,434.000,24883,active_or_baseline,0,0,0,0,0,0,0,0
1776502526.112,435.000,24936,active_or_baseline,0,0,0,0,0,0,0,0
1776502527.110,436.000,24988,active_or_baseline,0,0,0,0,0,0,0,0
1776502528.107,437.000,25040,active_or_baseline,0,0,0,0,0,0,0,0
1776502529.111,438.000,25093,active_or_baseline,0,0,0,0,0,0,0,0
1776502530.108,439.000,25145,active_or_baseline,0,0,0,0,0,0,0,0
1776502531.106,440.000,25197,active_or_baseline,0,0,0,0,0,0,0,0
1776502532.105,441.000,25249,active_or_baseline,0,0,0,0,0,0,0,0
1776502533.111,442.000,25302,active_or_baseline,0,0,0,0,0,0,0,0
1776502534.108,443.001,25354,active_or_baseline,0,0,0,0,0,0,0,0
1776502535.106,444.000,25406,active_or_baseline,0,0,0,0,0,0,0,0
1776502536.109,445.000,25459,active_or_baseline,0,0,0,0,0,0,0,0
1776502537.106,446.000,25511,active_or_baseline,0,0,0,0,0,0,0,0
1776502538.107,447.000,25563,active_or_baseline,0,0,0,0,0,0,0,0
1776502539.107,448.000,25616,active_or_baseline,0,0,0,0,0,0,0,0
1776502540.106,449.000,25668,active_or_baseline,0,0,0,0,0,0,0,0
1776502541.109,450.001,25720,active_or_baseline,0,0,0,0,0,0,0,0
1776502542.108,451.000,25772,active_or_baseline,0,0,0,0,1,0,0,0
1776502543.109,452.000,25825,active_or_baseline,0,0,0,0,1,0,0,0
1776502544.111,453.000,25877,active_or_baseline,0,0,0,0,1,0,0,0
1776502545.106,454.000,25929,active_or_baseline,0,0,0,0,0,0,0,0
1776502546.107,455.000,25982,active_or_baseline,0,0,0,0,0,0,0,0
1776502547.107,456.002,26034,active_or_baseline,0,0,0,0,0,0,0,0
1776502548.107,457.000,26086,active_or_baseline,0,0,0,0,0,0,0,0
1776502549.106,458.000,26138,active_or_baseline,0,0,0,0,0,0,0,0
1776502550.114,459.000,26191,active_or_baseline,0,0,0,0,0,0,0,0
1776502551.106,460.000,26243,active_or_baseline,0,0,0,0,0,0,0,0
1776502552.108,461.000,26295,active_or_baseline,0,0,0,0,0,0,0,0
1776502553.110,462.000,26348,active_or_baseline,0,0,0,0,0,0,0,0
1776502554.107,463.000,26400,active_or_baseline,0,0,0,0,0,0,0,0
1776502555.105,464.000,26452,active_or_baseline,0,0,0,0,0,0,0,0
1776502556.114,465.003,26505,active_or_baseline,0,0,0,0,0,0,0,0
1776502557.109,466.000,26552,active_or_baseline,0,0,0,0,0,0,0,0
1776502558.107,467.000,26607,active_or_baseline,0,0,0,0,0,0,0,0
1776502559.106,468.000,26659,active_or_baseline,0,0,0,0,0,0,0,0
1776502560.109,469.000,26711,active_or_baseline,0,0,0,0,0,0,0,0
1776502561.114,470.000,26764,active_or_baseline,0,0,0,0,0,0,0,0
1776502562.106,471.000,26816,active_or_baseline,0,0,0,0,0,0,0,0
1776502563.106,472.000,26868,active_or_baseline,0,0,0,0,0,0,0,0
1776502564.108,473.000,26920,active_or_baseline,0,0,0,0,0,0,0,0
1776502565.137,474.000,26974,active_or_baseline,0,0,0,0,0,0,0,0
1776502566.106,475.000,27025,active_or_baseline,0,0,0,0,0,0,0,0
1776502567.108,476.000,27077,active_or_baseline,0,0,0,0,0,0,0,0
1776502568.114,477.000,27130,active_or_baseline,0,0,0,0,0,0,0,0
1776502569.115,478.003,27182,active_or_baseline,0,0,0,0,0,0,0,0
1776502570.107,479.000,27234,active_or_baseline,0,0,0,0,0,0,0,0
1776502571.105,480.000,27286,active_or_baseline,0,0,0,0,0,0,0,0
1776502572.108,481.000,27339,active_or_baseline,0,0,0,0,0,0,0,0
1776502573.106,482.000,27391,active_or_baseline,0,0,0,0,0,0,0,0
1776502574.105,483.000,27443,active_or_baseline,0,0,0,0,0,0,0,0
1776502575.111,484.003,27496,active_or_baseline,0,0,0,0,0,0,0,0
1776502576.108,485.003,27548,active_or_baseline,0,0,0,0,0,0,0,0
1776502577.112,486.003,27601,active_or_baseline,0,0,0,0,0,0,0,0
1776502578.111,487.000,27652,active_or_baseline,0,0,0,0,0,0,0,0
1776502579.111,488.000,27705,active_or_baseline,0,0,0,0,0,0,0,0
1776502580.110,489.000,27757,active_or_baseline,0,0,0,0,0,0,0,0
1776502581.108,490.000,27809,active_or_baseline,0,0,0,0,0,0,0,0
1776502582.111,491.000,27862,active_or_baseline,0,0,0,0,0,0,0,0
1776502583.107,492.001,27914,active_or_baseline,0,0,0,0,0,0,0,0
1776502584.106,493.000,27966,active_or_baseline,0,0,0,0,0,0,0,0
1776502585.111,494.000,28019,active_or_baseline,0,0,0,0,0,0,0,0
1776502586.111,495.002,28071,active_or_baseline,0,0,0,0,0,0,0,0
1776502587.108,496.002,28123,active_or_baseline,0,0,0,0,0,0,0,0
1776502588.107,497.000,28175,active_or_baseline,0,0,0,0,0,0,0,0
1776502589.109,498.000,28228,active_or_baseline,0,0,0,0,0,0,0,0
1776502590.111,499.002,28280,active_or_baseline,0,0,0,0,0,0,0,0
1776502591.110,500.000,28332,active_or_baseline,0,0,0,0,0,0,0,0
1776502592.111,501.000,28385,active_or_baseline,0,0,0,0,0,0,0,0
1776502593.116,502.001,28437,active_or_baseline,0,0,0,0,0,0,0,0
1776502594.109,503.002,28489,active_or_baseline,0,0,0,0,0,0,0,0
1776502595.108,504.000,28539,active_or_baseline,0,0,0,0,0,0,0,0
1776502596.111,505.001,28592,active_or_baseline,0,0,0,0,0,0,0,0
1776502597.108,506.000,28644,active_or_baseline,0,0,0,0,0,0,0,0
1776502598.108,507.000,28696,active_or_baseline,0,0,0,0,0,0,0,0
1776502599.111,508.000,28749,active_or_baseline,0,0,0,0,0,0,0,0
1776502600.107,509.001,28801,active_or_baseline,0,0,0,0,0,0,0,0
1776502601.108,510.000,28853,active_or_baseline,0,0,0,0,0,0,0,0
1776502602.108,511.000,28905,active_or_baseline,0,0,0,0,1,0,0,0
1776502603.111,512.000,28958,active_or_baseline,0,0,0,0,1,0,0,0
1776502604.109,513.002,29010,active_or_baseline,0,0,0,0,1,0,0,0
1776502605.108,514.000,29062,active_or_baseline,0,0,0,0,0,0,0,0
1776502606.108,515.000,29115,active_or_baseline,0,0,0,0,0,0,0,0
1776502607.107,516.001,29167,active_or_baseline,0,0,0,0,0,0,0,0
1776502608.107,517.000,29219,active_or_baseline,0,0,0,0,0,0,0,0
1776502609.114,518.003,29272,active_or_baseline,0,0,0,0,0,0,0,0
1776502610.106,519.000,29324,active_or_baseline,0,0,0,0,0,0,0,0
1776502611.106,520.000,29376,active_or_baseline,0,0,0,0,0,0,0,0
1776502612.106,521.000,29428,active_or_baseline,0,0,0,0,0,0,0,0
1776502613.107,522.000,29481,active_or_baseline,0,0,0,0,0,0,0,0
1776502614.112,523.003,29531,active_or_baseline,0,0,0,0,0,0,0,0
1776502615.111,524.000,29581,active_or_baseline,0,0,0,0,0,0,0,0
1776502616.110,525.002,29638,active_or_baseline,0,0,0,0,0,0,0,0
1776502617.108,526.000,29690,active_or_baseline,0,0,0,0,0,0,0,0
1776502618.109,527.003,29742,active_or_baseline,0,0,0,0,0,0,0,0
1776502619.106,528.000,29794,active_or_baseline,0,0,0,0,0,0,0,0
1776502620.115,529.000,29847,active_or_baseline,0,0,0,0,0,0,0,0
1776502621.105,530.000,29899,active_or_baseline,0,0,0,0,0,0,0,0
1776502622.107,531.000,29951,active_or_baseline,0,0,0,0,0,0,0,0
1776502623.110,532.000,30004,active_or_baseline,0,0,0,0,0,0,0,0
1776502624.105,533.000,30056,active_or_baseline,0,0,0,0,0,0,0,0
1776502625.108,534.002,30108,active_or_baseline,0,0,0,0,0,0,0,0
1776502626.110,535.003,30161,active_or_baseline,0,0,0,0,0,0,0,0
1776502627.106,536.000,30213,active_or_baseline,0,0,0,0,0,0,0,0
1776502628.108,537.000,30265,active_or_baseline,0,0,0,0,0,0,0,0
1776502629.107,538.000,30318,active_or_baseline,0,0,0,0,0,0,0,0
1776502630.109,539.001,30370,active_or_baseline,0,0,0,0,0,0,0,0
1776502631.107,540.000,30422,active_or_baseline,0,0,0,0,0,0,0,0
1776502632.109,541.000,30475,active_or_baseline,0,0,0,0,0,0,0,0
1776502633.107,542.000,30527,active_or_baseline,0,0,0,0,0,0,0,0
1776502634.107,543.000,30579,active_or_baseline,0,0,0,0,0,0,0,0
1776502635.108,544.000,30631,active_or_baseline,0,0,0,0,0,0,0,0
1776502636.108,545.000,30684,active_or_baseline,0,0,0,0,0,0,0,0
1776502637.105,546.000,30736,active_or_baseline,0,0,0,0,0,0,0,0
1776502638.106,547.000,30788,active_or_baseline,0,0,0,0,0,0,0,0
1776502639.108,548.000,30841,active_or_baseline,0,0,0,0,0,0,0,0
1776502640.108,549.003,30893,active_or_baseline,0,0,0,0,0,0,0,0
1776502641.107,550.000,30945,active_or_baseline,0,0,0,0,0,0,0,0
1776502642.111,551.000,30998,active_or_baseline,0,0,0,0,0,0,0,0
1776502643.107,552.000,31050,active_or_baseline,0,0,0,0,0,0,0,0
1776502644.119,553.003,31102,active_or_baseline,0,0,0,0,0,0,0,0
1776502645.109,554.000,31154,active_or_baseline,0,0,0,0,0,0,0,0
1776502646.114,555.000,31207,active_or_baseline,0,0,0,0,0,0,0,0
1776502647.106,556.000,31259,active_or_baseline,0,0,0,0,0,0,0,0
1776502648.107,557.000,31311,active_or_baseline,0,0,0,0,0,0,0,0
1776502649.109,558.000,31364,active_or_baseline,0,0,0,0,0,0,0,0
1776502650.106,559.000,31416,active_or_baseline,0,0,0,0,0,0,0,0
1776502651.107,560.000,31468,active_or_baseline,0,0,0,0,0,0,0,0
1776502652.111,561.001,31521,active_or_baseline,0,0,0,0,0,0,0,0
1776502653.106,562.000,31573,active_or_baseline,0,0,0,0,0,0,0,0
1776502654.107,563.000,31625,active_or_baseline,0,0,0,0,0,0,0,0
1776502655.108,564.000,31678,active_or_baseline,0,0,0,0,0,0,0,0
1776502656.110,565.000,31730,active_or_baseline,0,0,0,0,0,0,0,0
1776502657.105,566.000,31782,active_or_baseline,0,0,0,0,0,0,0,0
1776502658.106,567.000,31834,active_or_baseline,0,0,0,0,0,0,0,0
1776502659.108,568.000,31887,active_or_baseline,0,0,0,0,0,0,0,0
1776502660.105,569.000,31939,active_or_baseline,0,0,0,0,0,0,0,0
1776502661.107,570.000,31991,active_or_baseline,0,0,0,0,0,0,0,0
1776502662.108,571.000,32044,active_or_baseline,0,0,0,0,0,0,0,0
1776502663.106,572.000,32096,active_or_baseline,0,0,0,0,0,0,0,0
1776502664.107,573.000,32148,active_or_baseline,0,0,0,0,0,0,0,0
1776502665.109,574.003,32201,active_or_baseline,0,0,0,0,0,0,0,0
1776502666.107,575.000,32253,active_or_baseline,0,0,0,0,0,0,0,0
1776502667.106,576.000,32305,active_or_baseline,0,0,0,0,0,0,0,0
1776502668.109,577.000,32358,active_or_baseline,0,0,0,0,0,0,0,0
1776502669.108,578.000,32410,active_or_baseline,0,0,0,0,0,0,0,0
1776502670.108,579.000,32462,active_or_baseline,0,0,0,0,0,0,0,0
1776502671.111,580.000,32515,active_or_baseline,0,0,0,0,0,0,0,0
1776502672.108,581.003,32567,active_or_baseline,0,0,0,0,0,0,0,0
1776502673.107,582.000,32619,active_or_baseline,0,0,0,0,0,0,0,0
1776502674.106,583.000,32671,active_or_baseline,0,0,0,0,0,0,0,0
1776502675.112,584.001,32724,active_or_baseline,0,0,0,0,0,0,0,0
1776502676.106,585.000,32776,active_or_baseline,0,0,0,0,0,0,0,0
1776502677.107,586.000,32828,active_or_baseline,0,0,0,0,0,0,0,0
1776502678.111,587.001,32881,active_or_baseline,0,0,0,0,0,0,0,0
1776502679.107,588.000,32933,active_or_baseline,0,0,0,0,0,0,0,0
1776502680.107,589.000,32985,active_or_baseline,0,0,0,0,0,0,0,0
1776502681.109,590.000,33038,active_or_baseline,0,0,0,0,0,0,0,0
1776502682.108,591.000,33090,active_or_baseline,0,0,0,0,0,0,0,0
1776502683.107,592.000,33142,active_or_baseline,0,0,0,0,0,0,0,0
1776502684.106,593.000,33195,active_or_baseline,0,0,0,0,0,0,0,0
1776502685.107,594.000,33247,active_or_baseline,0,0,0,0,0,0,0,0
1776502686.105,595.000,33299,active_or_baseline,0,0,0,0,0,0,0,0
1776502687.105,596.000,33351,active_or_baseline,0,0,0,0,0,0,0,0
1776502688.108,597.000,33404,active_or_baseline,0,0,0,0,0,0,0,0
1776502689.106,598.000,33456,active_or_baseline,0,0,0,0,0,0,0,0
1776502690.108,599.001,33508,active_or_baseline,0,0,0,0,0,0,0,0
1776502691.111,600.001,33561,active_or_baseline,0,0,0,0,0,0,0,0
1776502692.107,601.002,33613,active_or_baseline,0,0,0,0,0,0,0,0
1776502693.107,602.000,33665,active_or_baseline,0,0,0,0,0,0,0,0
1776502694.110,603.000,33718,active_or_baseline,0,0,0,0,0,0,0,0
1776502695.107,604.000,33770,active_or_baseline,0,0,0,0,0,0,0,0
1776502696.107,605.000,33822,active_or_baseline,0,0,0,0,0,0,0,0
1776502697.108,606.000,33875,active_or_baseline,0,0,0,0,0,0,0,0
1776502698.107,607.000,33927,active_or_baseline,0,0,0,0,0,0,0,0
1776502699.107,608.000,33979,active_or_baseline,0,0,0,0,0,0,0,0
1776502700.106,609.000,34031,active_or_baseline,0,0,0,0,0,0,0,0
1776502701.107,610.002,34084,active_or_baseline,0,0,0,0,0,0,0,0
1776502702.108,611.002,34136,active_or_baseline,0,0,0,0,0,0,0,0
1776502703.106,612.000,34188,active_or_baseline,0,0,0,0,0,0,0,0
1776502704.111,613.000,34241,active_or_baseline,0,0,0,0,0,0,0,0
1776502705.107,614.000,34293,active_or_baseline,0,0,0,0,0,0,0,0
1776502706.106,615.000,34345,active_or_baseline,0,0,0,0,0,0,0,0
1776502707.110,616.003,34398,active_or_baseline,0,0,0,0,0,0,0,0
1776502708.108,617.003,34450,active_or_baseline,0,0,0,0,0,0,0,0
1776502709.107,618.000,34502,active_or_baseline,0,0,0,0,0,0,0,0
1776502710.107,619.000,34555,active_or_baseline,0,0,0,0,0,0,0,0
1776502711.107,620.000,34607,active_or_baseline,0,0,0,0,0,0,0,0
1776502712.112,621.002,34659,active_or_baseline,0,0,0,0,0,0,0,0
1776502713.105,622.000,34711,active_or_baseline,0,0,0,0,0,0,0,0
1776502714.110,623.000,34764,active_or_baseline,0,0,0,0,0,0,0,0
1776502715.107,624.001,34816,active_or_baseline,0,0,0,0,0,0,0,0
1776502716.106,625.000,34868,active_or_baseline,0,0,0,0,0,0,0,0
1776502717.110,626.000,34921,active_or_baseline,0,0,0,0,0,0,0,0
1776502718.107,627.000,34973,active_or_baseline,0,0,0,0,0,0,0,0
1776502719.106,628.000,35025,active_or_baseline,0,0,0,0,0,0,0,0
1776502720.110,629.000,35078,active_or_baseline,0,0,0,0,0,0,0,0
1776502721.120,630.003,35131,active_or_baseline,0,0,0,0,1,0,0,0
1776502722.108,631.000,35182,active_or_baseline,0,0,0,0,1,0,0,0
1776502723.108,632.000,35234,active_or_baseline,0,0,0,0,1,0,0,0
1776502724.106,633.001,35287,active_or_baseline,0,0,0,0,1,0,0,0
1776502725.108,634.000,35339,active_or_baseline,0,0,0,0,1,0,0,0
1776502726.105,635.000,35391,active_or_baseline,0,0,0,0,0,0,0,0
1776502727.108,636.003,35444,active_or_baseline,0,0,0,0,0,0,0,0
1776502728.107,637.000,35496,active_or_baseline,0,0,0,0,0,0,0,0
1776502729.105,638.000,35548,active_or_baseline,0,0,0,0,0,0,0,0
1776502730.108,639.000,35601,active_or_baseline,0,0,0,0,0,0,0,0
1776502731.106,640.000,35653,active_or_baseline,0,0,0,0,0,0,0,0
1776502732.107,641.000,35705,active_or_baseline,0,0,0,0,0,0,0,0
1776502733.109,642.002,35758,active_or_baseline,0,0,0,0,0,0,0,0
1776502734.108,643.001,35810,active_or_baseline,0,0,0,0,0,0,0,0
1776502735.107,644.000,35862,active_or_baseline,0,0,0,0,0,0,0,0
1776502736.106,645.000,35914,active_or_baseline,0,0,0,0,0,0,0,0
1776502737.109,646.000,35967,active_or_baseline,0,0,0,0,0,0,0,0
1776502738.105,647.000,36019,active_or_baseline,0,0,0,0,0,0,0,0
1776502739.105,648.000,36071,active_or_baseline,0,0,0,0,0,0,0,0
1776502740.108,649.001,36124,active_or_baseline,0,0,0,0,0,0,0,0
1776502741.109,650.002,36176,active_or_baseline,0,0,0,0,0,0,0,0
1776502742.110,651.000,36229,active_or_baseline,0,0,0,0,0,0,0,0
1776502743.111,652.000,36281,active_or_baseline,0,0,0,0,0,0,0,0
1776502744.113,653.001,36333,active_or_baseline,0,0,0,0,0,0,0,0
1776502745.107,654.000,36385,active_or_baseline,0,0,0,0,0,0,0,0
1776502746.113,655.003,36438,active_or_baseline,0,0,0,0,0,0,0,0
1776502747.112,656.000,36490,active_or_baseline,0,0,0,0,0,0,0,0
1776502748.107,657.000,36542,active_or_baseline,0,0,0,0,0,0,0,0
1776502749.106,658.000,36594,active_or_baseline,0,0,0,0,0,0,0,0
1776502750.107,659.000,36646,active_or_baseline,0,0,0,0,0,0,0,0
