epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,3528.31,0.91744,0.68399,1.12162,0.85515,0.75252,0.80696,0.61756,1.20368,1.07438,1.35187,0.00159276,0.00053092,0.00159276,0.00053092,0.00159276,0.00053092,0.00159276,0.00053092
130,3555.39,0.9074,0.67826,1.11522,0.84257,0.76401,0.81169,0.6196,1.20363,1.0739,1.35275,0.00145617,0.000485389,0.00145617,0.000485389,0.00145617,0.000485389,0.00145617,0.000485389
131,3582.5,0.90301,0.67614,1.11714,0.84454,0.76157,0.81174,0.62327,1.20282,1.07707,1.35231,0.00132552,0.00044184,0.00132552,0.00044184,0.00132552,0.00044184,0.00132552,0.00044184
132,3611.37,0.91221,0.67261,1.11716,0.85305,0.75506,0.81326,0.62232,1.20533,1.07687,1.35471,0.00120088,0.000400294,0.00120088,0.000400294,0.00120088,0.000400294,0.00120088,0.000400294
133,3639.06,0.9176,0.68527,1.12072,0.85294,0.75741,0.81326,0.62389,1.20745,1.08024,1.35638,0.0010823,0.000360766,0.0010823,0.000360766,0.0010823,0.000360766,0.0010823,0.000360766
134,3666.15,0.89888,0.66991,1.1098,0.8376,0.76778,0.81313,0.62218,1.20699,1.08119,1.3561,0.000969829,0.000323276,0.000969829,0.000323276,0.000969829,0.000323276,0.000969829,0.000323276
135,3693.4,0.90756,0.66918,1.11434,0.84093,0.76954,0.80667,0.61926,1.20612,1.0796,1.35527,0.00086352,0.00028784,0.00086352,0.00028784,0.00086352,0.00028784,0.00086352,0.00028784
136,3721.74,0.78844,0.50614,1.04136,0.82495,0.7738,0.80872,0.61623,1.21355,1.08331,1.36323,0.000763418,0.000254473,0.000763418,0.000254473,0.000763418,0.000254473,0.000763418,0.000254473
137,3749.2,0.76797,0.47133,1.03191,0.81527,0.78442,0.81058,0.62036,1.21512,1.08626,1.36534,0.000669567,0.000223189,0.000669567,0.000223189,0.000669567,0.000223189,0.000669567,0.000223189
138,3776.25,0.76441,0.46864,1.02893,0.81063,0.78162,0.80815,0.61971,1.21574,1.08776,1.36737,0.000582009,0.000194003,0.000582009,0.000194003,0.000582009,0.000194003,0.000582009,0.000194003
139,3803.39,0.75667,0.46247,1.02569,0.80549,0.78607,0.80991,0.61932,1.21633,1.08953,1.36912,0.000500781,0.000166927,0.000500781,0.000166927,0.000500781,0.000166927,0.000500781,0.000166927
140,3830.47,0.75839,0.46064,1.02578,0.8332,0.76574,0.81086,0.61916,1.21763,1.09112,1.37012,0.00042592,0.000141973,0.00042592,0.000141973,0.00042592,0.000141973,0.00042592,0.000141973
141,3857.86,0.74796,0.45417,1.01917,0.83524,0.76557,0.81051,0.61857,1.21806,1.09335,1.37151,0.000357458,0.000119153,0.000357458,0.000119153,0.000357458,0.000119153,0.000357458,0.000119153
142,3885.12,0.75547,0.45854,1.0209,0.8358,0.76647,0.80994,0.61633,1.2193,1.09576,1.3721,0.000295426,9.84752e-05,0.000295426,9.84752e-05,0.000295426,9.84752e-05,0.000295426,9.84752e-05
143,3912.32,0.75229,0.45536,1.02361,0.83461,0.76776,0.80625,0.61544,1.21961,1.09446,1.37219,0.000239849,7.99498e-05,0.000239849,7.99498e-05,0.000239849,7.99498e-05,0.000239849,7.99498e-05
144,3939.4,0.7475,0.45271,1.01471,0.83572,0.76705,0.80653,0.61591,1.22051,1.09315,1.37286,0.000190754,6.35847e-05,0.000190754,6.35847e-05,0.000190754,6.35847e-05,0.000190754,6.35847e-05
145,3966.39,0.7526,0.45493,1.01973,0.78214,0.81837,0.80674,0.61476,1.22071,1.09338,1.37266,0.000148161,4.93871e-05,0.000148161,4.93871e-05,0.000148161,4.93871e-05,0.000148161,4.93871e-05
146,3993.67,0.74471,0.449,1.01728,0.78407,0.81972,0.80707,0.61579,1.22058,1.09436,1.37191,0.000112089,3.73631e-05,0.000112089,3.73631e-05,0.000112089,3.73631e-05,0.000112089,3.73631e-05
147,4020.89,0.75011,0.45277,1.01976,0.78464,0.81967,0.80739,0.61474,1.22121,1.095,1.37236,8.25545e-05,2.75182e-05,8.25545e-05,2.75182e-05,8.25545e-05,2.75182e-05,8.25545e-05,2.75182e-05
148,4048.01,0.74928,0.45056,1.01714,0.78645,0.81714,0.80743,0.61451,1.22122,1.09646,1.37212,5.95695e-05,1.98565e-05,5.95695e-05,1.98565e-05,5.95695e-05,1.98565e-05,5.95695e-05,1.98565e-05
149,4075.2,0.74699,0.44814,1.01438,0.7896,0.81901,0.80767,0.61502,1.22056,1.09765,1.37159,4.31444e-05,1.43815e-05,4.31444e-05,1.43815e-05,4.31444e-05,1.43815e-05,4.31444e-05,1.43815e-05
150,4102.39,0.74125,0.44886,1.01541,0.79001,0.81891,0.80755,0.61563,1.22052,1.09848,1.3716,3.32865e-05,1.10955e-05,3.32865e-05,1.10955e-05,3.32865e-05,1.10955e-05,3.32865e-05,1.10955e-05
