epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,519.815,1.45495,1.66257,1.56036,0.59631,0.54144,0.5598,0.36404,1.46271,1.53855,1.5592,0.0296884,0.00989612,0.0296884,0.00989612,0.0296884,0.00989612,0.0296884,0.00989612
15,555.458,1.45254,1.64518,1.55705,0.61055,0.57224,0.59595,0.40397,1.42119,1.54643,1.52742,0.0296388,0.0098796,0.0296388,0.0098796,0.0296388,0.0098796,0.0296388,0.0098796
16,591.147,1.44094,1.62235,1.54113,0.71851,0.53319,0.60966,0.39682,1.45043,1.50536,1.52836,0.0295856,0.00986186,0.0295856,0.00986186,0.0295856,0.00986186,0.0295856,0.00986186
17,626.936,1.42698,1.58703,1.52855,0.6639,0.55503,0.62363,0.40314,1.41775,1.56201,1.52602,0.0295288,0.00984293,0.0295288,0.00984293,0.0295288,0.00984293,0.0295288,0.00984293
18,662.742,1.42449,1.59256,1.53529,0.69505,0.55895,0.63668,0.42726,1.448,1.5146,1.5336,0.0294684,0.0098228,0.0294684,0.0098228,0.0294684,0.0098228,0.0294684,0.0098228
19,698.563,1.41155,1.57258,1.5224,0.72309,0.59455,0.6596,0.43832,1.42818,1.44585,1.52195,0.0294045,0.00980149,0.0294045,0.00980149,0.0294045,0.00980149,0.0294045,0.00980149
20,734.366,1.41107,1.54935,1.51665,0.71702,0.56219,0.64703,0.44028,1.41277,1.45147,1.50423,0.029337,0.00977899,0.029337,0.00977899,0.029337,0.00977899,0.029337,0.00977899
21,770.482,1.39047,1.53025,1.49829,0.74791,0.59735,0.69688,0.47418,1.39783,1.4258,1.47853,0.0292659,0.00975531,0.0292659,0.00975531,0.0292659,0.00975531,0.0292659,0.00975531
22,806.458,1.39867,1.53198,1.50323,0.71669,0.61787,0.66844,0.45782,1.39411,1.4295,1.48337,0.0291914,0.00973045,0.0291914,0.00973045,0.0291914,0.00973045,0.0291914,0.00973045
23,842.305,1.37398,1.50969,1.49782,0.72523,0.56034,0.63877,0.43727,1.42308,1.44206,1.49616,0.0291133,0.00970443,0.0291133,0.00970443,0.0291133,0.00970443,0.0291133,0.00970443
24,878.126,1.38338,1.49733,1.48935,0.73144,0.578,0.66638,0.43843,1.40413,1.40265,1.4911,0.0290318,0.00967725,0.0290318,0.00967725,0.0290318,0.00967725,0.0290318,0.00967725
25,913.85,1.37251,1.48035,1.48344,0.67535,0.67593,0.69889,0.46052,1.40675,1.40912,1.48995,0.0289468,0.00964892,0.0289468,0.00964892,0.0289468,0.00964892,0.0289468,0.00964892
26,949.625,1.36792,1.48311,1.47951,0.77624,0.61574,0.70299,0.47962,1.39915,1.42442,1.475,0.0288583,0.00961944,0.0288583,0.00961944,0.0288583,0.00961944,0.0288583,0.00961944
27,985.157,1.35283,1.46678,1.4698,0.7211,0.596,0.67227,0.45753,1.36996,1.40341,1.45321,0.0287664,0.00958881,0.0287664,0.00958881,0.0287664,0.00958881,0.0287664,0.00958881
28,1020.83,1.34226,1.43974,1.46692,0.6885,0.62809,0.68347,0.48252,1.36211,1.37827,1.4693,0.0286712,0.00955706,0.0286712,0.00955706,0.0286712,0.00955706,0.0286712,0.00955706
29,1056.79,1.35194,1.45339,1.47738,0.76195,0.57389,0.66377,0.45636,1.39459,1.4002,1.47226,0.0285725,0.00952418,0.0285725,0.00952418,0.0285725,0.00952418,0.0285725,0.00952418
30,1092.41,1.33865,1.43177,1.46405,0.71474,0.64786,0.69411,0.49159,1.36428,1.38573,1.46091,0.0284706,0.00949019,0.0284706,0.00949019,0.0284706,0.00949019,0.0284706,0.00949019
31,1128.27,1.34092,1.4254,1.45316,0.77587,0.59864,0.69042,0.48052,1.36288,1.35866,1.45301,0.0283653,0.00945509,0.0283653,0.00945509,0.0283653,0.00945509,0.0283653,0.00945509
32,1164.19,1.34029,1.41807,1.46026,0.73123,0.60769,0.67833,0.46854,1.34493,1.38209,1.44555,0.0282567,0.00941889,0.0282567,0.00941889,0.0282567,0.00941889,0.0282567,0.00941889
33,1199.94,1.31734,1.40323,1.44967,0.77616,0.6372,0.71915,0.4848,1.3478,1.34316,1.4426,0.0281448,0.0093816,0.0281448,0.0093816,0.0281448,0.0093816,0.0281448,0.0093816
34,1235.66,1.32251,1.40213,1.44715,0.74431,0.65491,0.72504,0.49984,1.33647,1.32673,1.44691,0.0280297,0.00934322,0.0280297,0.00934322,0.0280297,0.00934322,0.0280297,0.00934322
35,1271.61,1.31904,1.37688,1.4381,0.72988,0.66274,0.72776,0.5106,1.36412,1.29196,1.44821,0.0279113,0.00930378,0.0279113,0.00930378,0.0279113,0.00930378,0.0279113,0.00930378
36,1307.41,1.29601,1.36513,1.43138,0.75643,0.64232,0.71773,0.49864,1.36811,1.34503,1.45976,0.0277898,0.00926327,0.0277898,0.00926327,0.0277898,0.00926327,0.0277898,0.00926327
37,1343.06,1.30849,1.37533,1.43891,0.78437,0.65512,0.72533,0.5088,1.34456,1.29264,1.43588,0.0276652,0.00922172,0.0276652,0.00922172,0.0276652,0.00922172,0.0276652,0.00922172
38,1378.5,1.30298,1.36049,1.42971,0.80145,0.63816,0.73991,0.52566,1.33946,1.28975,1.43779,0.0275374,0.00917912,0.0275374,0.00917912,0.0275374,0.00917912,0.0275374,0.00917912
39,1414.35,1.30374,1.35019,1.42809,0.79005,0.63252,0.71393,0.50061,1.37271,1.32988,1.44177,0.0274065,0.00913549,0.0274065,0.00913549,0.0274065,0.00913549,0.0274065,0.00913549
40,1450.33,1.30541,1.35317,1.4299,0.77027,0.67005,0.72534,0.50241,1.36429,1.34763,1.442,0.0272725,0.00909084,0.0272725,0.00909084,0.0272725,0.00909084,0.0272725,0.00909084
41,1485.9,1.28665,1.30426,1.40695,0.78354,0.67079,0.75279,0.52912,1.3261,1.28819,1.4233,0.0271355,0.00904518,0.0271355,0.00904518,0.0271355,0.00904518,0.0271355,0.00904518
42,1521.97,1.2871,1.32858,1.41657,0.7876,0.66685,0.73594,0.51659,1.32189,1.29649,1.41699,0.0269956,0.00899852,0.0269956,0.00899852,0.0269956,0.00899852,0.0269956,0.00899852
43,1557.67,1.28043,1.31127,1.40712,0.82207,0.64313,0.74747,0.54184,1.31028,1.27285,1.40996,0.0268526,0.00895088,0.0268526,0.00895088,0.0268526,0.00895088,0.0268526,0.00895088
44,1593.63,1.27894,1.30879,1.40823,0.75712,0.62834,0.72178,0.51401,1.34372,1.28028,1.42872,0.0267068,0.00890226,0.0267068,0.00890226,0.0267068,0.00890226,0.0267068,0.00890226
45,1629.29,1.26746,1.30932,1.39789,0.76526,0.65738,0.72578,0.52029,1.31656,1.29215,1.40544,0.026558,0.00885268,0.026558,0.00885268,0.026558,0.00885268,0.026558,0.00885268
46,1665.12,1.27373,1.29977,1.40459,0.77739,0.6686,0.74828,0.53147,1.32377,1.27835,1.40766,0.0264064,0.00880215,0.0264064,0.00880215,0.0264064,0.00880215,0.0264064,0.00880215
47,1700.75,1.26768,1.2849,1.39786,0.83168,0.65742,0.75088,0.53288,1.31994,1.26808,1.41083,0.026252,0.00875068,0.026252,0.00875068,0.026252,0.00875068,0.026252,0.00875068
48,1736.62,1.25671,1.27598,1.38896,0.78616,0.69714,0.75586,0.5271,1.31755,1.28038,1.40711,0.0260949,0.00869829,0.0260949,0.00869829,0.0260949,0.00869829,0.0260949,0.00869829
49,1772.39,1.26753,1.27828,1.39364,0.79907,0.6866,0.7531,0.54534,1.31452,1.26839,1.41086,0.0259349,0.00864498,0.0259349,0.00864498,0.0259349,0.00864498,0.0259349,0.00864498
50,1808.24,1.25106,1.26438,1.39054,0.7689,0.69773,0.7568,0.53176,1.30906,1.25482,1.40897,0.0257723,0.00859077,0.0257723,0.00859077,0.0257723,0.00859077,0.0257723,0.00859077
51,1844.06,1.24622,1.24646,1.37939,0.7623,0.68267,0.76129,0.54349,1.32176,1.27074,1.39773,0.025607,0.00853568,0.025607,0.00853568,0.025607,0.00853568,0.025607,0.00853568
52,1879.99,1.23997,1.24745,1.37329,0.80274,0.71002,0.78225,0.56986,1.30726,1.25918,1.39076,0.0254391,0.00847972,0.0254391,0.00847972,0.0254391,0.00847972,0.0254391,0.00847972
53,1915.96,1.24867,1.24464,1.37978,0.84536,0.68841,0.77861,0.56244,1.31364,1.25731,1.40864,0.0252687,0.00842289,0.0252687,0.00842289,0.0252687,0.00842289,0.0252687,0.00842289
54,1951.49,1.23107,1.23268,1.36746,0.77892,0.74133,0.78308,0.56028,1.31051,1.23796,1.40423,0.0250957,0.00836523,0.0250957,0.00836523,0.0250957,0.00836523,0.0250957,0.00836523
55,1987.17,1.23967,1.21691,1.3718,0.80643,0.71512,0.78347,0.55892,1.29536,1.25565,1.39408,0.0249202,0.00830673,0.0249202,0.00830673,0.0249202,0.00830673,0.0249202,0.00830673
56,2022.92,1.22833,1.20376,1.36341,0.79082,0.72683,0.78346,0.56689,1.3102,1.22512,1.40373,0.0247422,0.00824742,0.0247422,0.00824742,0.0247422,0.00824742,0.0247422,0.00824742
57,2058.52,1.22963,1.21982,1.36918,0.8062,0.70094,0.77081,0.56725,1.29481,1.2356,1.39666,0.0245619,0.0081873,0.0245619,0.0081873,0.0245619,0.0081873,0.0245619,0.0081873
58,2094.4,1.22949,1.20994,1.36183,0.79695,0.73514,0.79353,0.57807,1.30734,1.21453,1.40086,0.0243792,0.0081264,0.0243792,0.0081264,0.0243792,0.0081264,0.0243792,0.0081264
59,2130.3,1.22138,1.19393,1.35762,0.79899,0.69798,0.78618,0.56755,1.31307,1.21209,1.40727,0.0241942,0.00806473,0.0241942,0.00806473,0.0241942,0.00806473,0.0241942,0.00806473
60,2166.11,1.21716,1.19183,1.36029,0.76914,0.74764,0.78706,0.57073,1.30368,1.22281,1.40081,0.0240069,0.0080023,0.0240069,0.0080023,0.0240069,0.0080023,0.0240069,0.0080023
61,2201.92,1.21905,1.19051,1.35834,0.77854,0.75905,0.79427,0.5896,1.30894,1.21061,1.40091,0.0238174,0.00793913,0.0238174,0.00793913,0.0238174,0.00793913,0.0238174,0.00793913
62,2237.74,1.21819,1.18324,1.35698,0.83784,0.70149,0.79198,0.57901,1.30362,1.23478,1.40348,0.0236257,0.00787524,0.0236257,0.00787524,0.0236257,0.00787524,0.0236257,0.00787524
63,2273.49,1.21253,1.17662,1.35369,0.84663,0.6764,0.7765,0.56883,1.31636,1.24223,1.40688,0.0234319,0.00781064,0.0234319,0.00781064,0.0234319,0.00781064,0.0234319,0.00781064
64,2309.23,1.20829,1.18157,1.34212,0.80511,0.73824,0.79138,0.57819,1.29453,1.23421,1.38694,0.023236,0.00774534,0.023236,0.00774534,0.023236,0.00774534,0.023236,0.00774534
65,2345.06,1.20609,1.15778,1.34188,0.83256,0.69688,0.79336,0.59094,1.29938,1.20892,1.39403,0.0230381,0.00767937,0.0230381,0.00767937,0.0230381,0.00767937,0.0230381,0.00767937
66,2380.83,1.19468,1.15554,1.33865,0.80561,0.75018,0.78333,0.57428,1.30655,1.22221,1.3942,0.0228382,0.00761273,0.0228382,0.00761273,0.0228382,0.00761273,0.0228382,0.00761273
67,2416.95,1.19537,1.15023,1.34276,0.79512,0.72527,0.78856,0.57552,1.30329,1.20571,1.39554,0.0226364,0.00754545,0.0226364,0.00754545,0.0226364,0.00754545,0.0226364,0.00754545
68,2452.77,1.1951,1.14161,1.33565,0.81264,0.72611,0.78019,0.58931,1.2961,1.22428,1.38821,0.0224326,0.00747755,0.0224326,0.00747755,0.0224326,0.00747755,0.0224326,0.00747755
69,2488.55,1.19994,1.14706,1.33833,0.80443,0.7338,0.78936,0.57903,1.30352,1.2144,1.39415,0.0222271,0.00740903,0.0222271,0.00740903,0.0222271,0.00740903,0.0222271,0.00740903
70,2524.16,1.19187,1.13553,1.33455,0.78187,0.75856,0.79879,0.59503,1.29106,1.19944,1.38158,0.0220197,0.00733992,0.0220197,0.00733992,0.0220197,0.00733992,0.0220197,0.00733992
71,2560.11,1.18293,1.12712,1.32857,0.79251,0.75805,0.79838,0.59041,1.3002,1.18676,1.37983,0.0218107,0.00727023,0.0218107,0.00727023,0.0218107,0.00727023,0.0218107,0.00727023
72,2595.74,1.18829,1.12356,1.33116,0.8311,0.72599,0.79903,0.59198,1.28609,1.20045,1.3741,0.0215999,0.00719998,0.0215999,0.00719998,0.0215999,0.00719998,0.0215999,0.00719998
73,2631.37,1.17465,1.11337,1.31772,0.83337,0.7346,0.79897,0.59432,1.29545,1.21293,1.38247,0.0213876,0.00712918,0.0213876,0.00712918,0.0213876,0.00712918,0.0213876,0.00712918
74,2666.93,1.16966,1.1048,1.31624,0.81118,0.75729,0.80138,0.60143,1.28775,1.20511,1.38304,0.0211736,0.00705787,0.0211736,0.00705787,0.0211736,0.00705787,0.0211736,0.00705787
75,2702.92,1.16489,1.10138,1.31673,0.8151,0.75962,0.80127,0.59846,1.28455,1.21607,1.38184,0.0209581,0.00698604,0.0209581,0.00698604,0.0209581,0.00698604,0.0209581,0.00698604
76,2738.54,1.17186,1.11261,1.32422,0.83027,0.75943,0.79388,0.58499,1.28905,1.20611,1.3817,0.0207412,0.00691373,0.0207412,0.00691373,0.0207412,0.00691373,0.0207412,0.00691373
77,2774.23,1.17349,1.10023,1.32092,0.82652,0.7539,0.79354,0.58809,1.28437,1.21267,1.38516,0.0205228,0.00684094,0.0205228,0.00684094,0.0205228,0.00684094,0.0205228,0.00684094
78,2810.14,1.16403,1.08892,1.31312,0.81771,0.7695,0.80863,0.60683,1.28471,1.19268,1.37853,0.0203031,0.0067677,0.0203031,0.0067677,0.0203031,0.0067677,0.0203031,0.0067677
79,2846,1.1646,1.08258,1.30736,0.81004,0.77593,0.80526,0.60356,1.29208,1.19036,1.38359,0.0200821,0.00669402,0.0200821,0.00669402,0.0200821,0.00669402,0.0200821,0.00669402
80,2881.66,1.1583,1.08194,1.30921,0.8093,0.76525,0.79816,0.59886,1.28569,1.18428,1.38112,0.0198598,0.00661993,0.0198598,0.00661993,0.0198598,0.00661993,0.0198598,0.00661993
81,2917.43,1.15035,1.06389,1.30182,0.84453,0.73295,0.79966,0.60557,1.27093,1.1919,1.37035,0.0196363,0.00654543,0.0196363,0.00654543,0.0196363,0.00654543,0.0196363,0.00654543
82,2953.13,1.15172,1.07563,1.30707,0.82969,0.73369,0.80225,0.60085,1.28658,1.20535,1.38674,0.0194117,0.00647055,0.0194117,0.00647055,0.0194117,0.00647055,0.0194117,0.00647055
83,2989.01,1.14324,1.05325,1.29668,0.84239,0.73077,0.79014,0.59638,1.27886,1.21758,1.37498,0.0191859,0.00639532,0.0191859,0.00639532,0.0191859,0.00639532,0.0191859,0.00639532
84,3024.73,1.13921,1.05166,1.29106,0.80561,0.76777,0.79555,0.60444,1.2699,1.2151,1.36825,0.0189592,0.00631973,0.0189592,0.00631973,0.0189592,0.00631973,0.0189592,0.00631973
85,3060.42,1.14054,1.05278,1.29169,0.83121,0.73646,0.78945,0.5885,1.28317,1.2182,1.37797,0.0187315,0.00624383,0.0187315,0.00624383,0.0187315,0.00624383,0.0187315,0.00624383
86,3096.01,1.13372,1.04343,1.29436,0.82643,0.74354,0.79561,0.59915,1.28042,1.19869,1.37505,0.0185028,0.00616761,0.0185028,0.00616761,0.0185028,0.00616761,0.0185028,0.00616761
87,3131.57,1.13702,1.04369,1.29159,0.79929,0.77902,0.79915,0.59552,1.28425,1.18931,1.37729,0.0182733,0.00609111,0.0182733,0.00609111,0.0182733,0.00609111,0.0182733,0.00609111
88,3167.24,1.12624,1.0409,1.28892,0.82367,0.76194,0.79336,0.58394,1.29535,1.20567,1.39026,0.018043,0.00601434,0.018043,0.00601434,0.018043,0.00601434,0.018043,0.00601434
89,3203.21,1.12679,1.03271,1.28338,0.82976,0.73778,0.79036,0.59175,1.28848,1.19693,1.38353,0.0178119,0.00593731,0.0178119,0.00593731,0.0178119,0.00593731,0.0178119,0.00593731
90,3238.96,1.12509,1.03183,1.28506,0.85137,0.72313,0.79196,0.59022,1.28302,1.19041,1.3807,0.0175802,0.00586006,0.0175802,0.00586006,0.0175802,0.00586006,0.0175802,0.00586006
91,3275.1,1.11885,1.01786,1.27797,0.82523,0.74711,0.80182,0.59959,1.28432,1.19769,1.38255,0.0173478,0.00578259,0.0173478,0.00578259,0.0173478,0.00578259,0.0173478,0.00578259
92,3310.79,1.11733,1.01488,1.2777,0.84788,0.74089,0.79985,0.60014,1.28858,1.20899,1.38828,0.0171148,0.00570494,0.0171148,0.00570494,0.0171148,0.00570494,0.0171148,0.00570494
93,3350.04,1.11178,1.01134,1.26785,0.81076,0.75241,0.80211,0.60096,1.29394,1.195,1.39229,0.0168813,0.0056271,0.0168813,0.0056271,0.0168813,0.0056271,0.0168813,0.0056271
94,3385.79,1.11408,0.99302,1.26795,0.81002,0.76685,0.80092,0.59822,1.29864,1.19395,1.39581,0.0166474,0.00554912,0.0166474,0.00554912,0.0166474,0.00554912,0.0166474,0.00554912
95,3421.52,1.1159,1.01338,1.27691,0.82486,0.74549,0.78889,0.59709,1.29368,1.21046,1.387,0.016413,0.00547099,0.016413,0.00547099,0.016413,0.00547099,0.016413,0.00547099
96,3457.21,1.11124,0.99443,1.26913,0.82512,0.75801,0.79985,0.60543,1.28536,1.21395,1.3813,0.0161783,0.00539276,0.0161783,0.00539276,0.0161783,0.00539276,0.0161783,0.00539276
97,3493.03,1.10062,0.97844,1.25904,0.8386,0.74782,0.79969,0.60814,1.28488,1.20966,1.37775,0.0159433,0.00531442,0.0159433,0.00531442,0.0159433,0.00531442,0.0159433,0.00531442
98,3529,1.10742,1.00381,1.26914,0.84724,0.74292,0.80584,0.60947,1.28292,1.20047,1.38081,0.015708,0.00523601,0.015708,0.00523601,0.015708,0.00523601,0.015708,0.00523601
99,3565.06,1.1,0.98454,1.26176,0.83127,0.74714,0.80593,0.61473,1.28546,1.20185,1.38027,0.0154726,0.00515754,0.0154726,0.00515754,0.0154726,0.00515754,0.0154726,0.00515754
100,3600.79,1.09683,0.97499,1.26149,0.86144,0.72662,0.8097,0.6144,1.28762,1.20621,1.38427,0.0152371,0.00507903,0.0152371,0.00507903,0.0152371,0.00507903,0.0152371,0.00507903
101,3636.33,1.09237,0.98227,1.26141,0.85383,0.7475,0.8116,0.61676,1.28739,1.20854,1.38616,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
102,3672.09,1.0879,0.9704,1.25785,0.82122,0.76685,0.80695,0.61269,1.29078,1.21303,1.39357,0.0147659,0.00492197,0.0147659,0.00492197,0.0147659,0.00492197,0.0147659,0.00492197
103,3707.74,1.08574,0.97518,1.26001,0.85456,0.74574,0.81135,0.61555,1.28634,1.20792,1.38981,0.0145304,0.00484346,0.0145304,0.00484346,0.0145304,0.00484346,0.0145304,0.00484346
104,3743.29,1.08328,0.95399,1.25266,0.84712,0.72763,0.80722,0.62079,1.28964,1.2077,1.39192,0.014295,0.00476499,0.014295,0.00476499,0.014295,0.00476499,0.014295,0.00476499
105,3779.27,1.07956,0.96645,1.2547,0.81921,0.76851,0.80519,0.61473,1.2914,1.20677,1.39265,0.0140597,0.00468658,0.0140597,0.00468658,0.0140597,0.00468658,0.0140597,0.00468658
106,3815.16,1.07149,0.9421,1.24273,0.8495,0.74842,0.80893,0.60888,1.2893,1.20748,1.39134,0.0138247,0.00460824,0.0138247,0.00460824,0.0138247,0.00460824,0.0138247,0.00460824
107,3850.88,1.08219,0.95291,1.24655,0.84249,0.7528,0.80817,0.61516,1.28727,1.20963,1.38932,0.01359,0.00453001,0.01359,0.00453001,0.01359,0.00453001,0.01359,0.00453001
108,3886.47,1.06976,0.93821,1.24303,0.82652,0.77982,0.80831,0.61605,1.28477,1.21383,1.38778,0.0133556,0.00445188,0.0133556,0.00445188,0.0133556,0.00445188,0.0133556,0.00445188
109,3922.34,1.07652,0.94811,1.24234,0.82553,0.7633,0.80588,0.61748,1.28824,1.21815,1.38937,0.0131217,0.0043739,0.0131217,0.0043739,0.0131217,0.0043739,0.0131217,0.0043739
110,3958.32,1.0673,0.93714,1.23909,0.84587,0.744,0.8049,0.61794,1.29004,1.21179,1.39009,0.0128882,0.00429606,0.0128882,0.00429606,0.0128882,0.00429606,0.0128882,0.00429606
111,3994.02,1.05446,0.92114,1.23055,0.84606,0.73674,0.80108,0.6145,1.29227,1.20892,1.39219,0.0126552,0.00421841,0.0126552,0.00421841,0.0126552,0.00421841,0.0126552,0.00421841
112,4029.76,1.06035,0.9268,1.23498,0.84953,0.73078,0.8,0.61127,1.29256,1.20949,1.38802,0.0124228,0.00414094,0.0124228,0.00414094,0.0124228,0.00414094,0.0124228,0.00414094
113,4065.5,1.05416,0.91639,1.23229,0.86189,0.73354,0.79858,0.60767,1.29283,1.21127,1.3863,0.0121911,0.00406369,0.0121911,0.00406369,0.0121911,0.00406369,0.0121911,0.00406369
114,4101.34,1.05007,0.91114,1.2263,0.85288,0.72167,0.79582,0.60507,1.29011,1.20566,1.38221,0.01196,0.00398666,0.01196,0.00398666,0.01196,0.00398666,0.01196,0.00398666
115,4137.25,1.05157,0.91814,1.2302,0.82103,0.75207,0.7965,0.6065,1.29441,1.20421,1.38729,0.0117297,0.00390989,0.0117297,0.00390989,0.0117297,0.00390989,0.0117297,0.00390989
116,4172.93,1.05294,0.90203,1.221,0.84462,0.74586,0.79885,0.60548,1.29639,1.2015,1.39,0.0115002,0.00383339,0.0115002,0.00383339,0.0115002,0.00383339,0.0115002,0.00383339
117,4208.98,1.03543,0.88858,1.215,0.84246,0.74285,0.79609,0.60363,1.29645,1.20083,1.39262,0.0112715,0.00375717,0.0112715,0.00375717,0.0112715,0.00375717,0.0112715,0.00375717
118,4244.79,1.03819,0.90264,1.22193,0.83027,0.74834,0.80136,0.60813,1.29745,1.202,1.3953,0.0110438,0.00368127,0.0110438,0.00368127,0.0110438,0.00368127,0.0110438,0.00368127
119,4280.56,1.03447,0.88394,1.21338,0.81533,0.74956,0.80133,0.60882,1.29876,1.21134,1.39584,0.0108171,0.00360568,0.0108171,0.00360568,0.0108171,0.00360568,0.0108171,0.00360568
120,4316.25,1.03007,0.88864,1.21466,0.82482,0.74053,0.80222,0.6062,1.29746,1.21176,1.39371,0.0105913,0.00353045,0.0105913,0.00353045,0.0105913,0.00353045,0.0105913,0.00353045
121,4352.18,1.02811,0.87818,1.21076,0.82695,0.74763,0.80177,0.61159,1.29471,1.21683,1.39302,0.0103667,0.00345557,0.0103667,0.00345557,0.0103667,0.00345557,0.0103667,0.00345557
122,4387.64,1.03231,0.88042,1.20827,0.82084,0.75076,0.80388,0.61188,1.29254,1.21759,1.39263,0.0101432,0.00338107,0.0101432,0.00338107,0.0101432,0.00338107,0.0101432,0.00338107
123,4423.17,1.03496,0.88361,1.21302,0.82309,0.75057,0.8062,0.61169,1.29292,1.21996,1.39259,0.00992094,0.00330698,0.00992094,0.00330698,0.00992094,0.00330698,0.00992094,0.00330698
124,4458.7,1.02779,0.88072,1.20898,0.85368,0.72825,0.80737,0.61617,1.29418,1.22101,1.39396,0.00969991,0.0032333,0.00969991,0.0032333,0.00969991,0.0032333,0.00969991,0.0032333
125,4493.95,1.02449,0.86082,1.20195,0.83287,0.75165,0.81103,0.61425,1.29625,1.22131,1.39641,0.00948018,0.00316006,0.00948018,0.00316006,0.00948018,0.00316006,0.00948018,0.00316006
126,4529.75,1.02391,0.87412,1.20592,0.82422,0.76061,0.80912,0.61311,1.29599,1.22312,1.39712,0.00926182,0.00308727,0.00926182,0.00308727,0.00926182,0.00308727,0.00926182,0.00308727
127,4565.31,1.01763,0.86061,1.1946,0.81597,0.76794,0.80514,0.61346,1.2967,1.22475,1.39783,0.00904488,0.00301496,0.00904488,0.00301496,0.00904488,0.00301496,0.00904488,0.00301496
128,4601.02,1.01575,0.86622,1.20179,0.81949,0.76587,0.80204,0.61334,1.29989,1.22428,1.40082,0.0088294,0.00294313,0.0088294,0.00294313,0.0088294,0.00294313,0.0088294,0.00294313
129,4636.43,1.01553,0.84981,1.1999,0.81946,0.76814,0.8003,0.60986,1.30026,1.22674,1.40014,0.00861545,0.00287182,0.00861545,0.00287182,0.00861545,0.00287182,0.00861545,0.00287182
130,4671.88,1.01463,0.85209,1.1949,0.83089,0.75843,0.79994,0.61157,1.3012,1.22485,1.40042,0.00840307,0.00280102,0.00840307,0.00280102,0.00840307,0.00280102,0.00840307,0.00280102
131,4707.41,1.01138,0.85029,1.19542,0.83815,0.76321,0.80061,0.61246,1.30063,1.22632,1.39989,0.00819232,0.00273077,0.00819232,0.00273077,0.00819232,0.00273077,0.00819232,0.00273077
